alarm/show_alarms	My alarms now
alarm/show_alarms	Tell my alarms
alarm/show_alarms	Tell my alarms
alarm/show_alarms	Tell my alarms
alarm/show_alarms	Give my alarms
alarm/show_alarms	Give my alarms
alarm/show_alarms	Give my alarms
alarm/show_alarms	Alarms now, if you please
alarm/show_alarms	Alarms now, if you please
alarm/show_alarms	Alarms now, if you please
alarm/show_alarms	Alarms, right now
alarm/show_alarms	Alarms, right now
alarm/show_alarms	Alarms, right now
alarm/show_alarms	Alarm, right now
alarm/show_alarms	Alarm, right now
alarm/show_alarms	Alarm, right now
alarm/show_alarms	My alarms, right now
alarm/show_alarms	My alarms, right now
alarm/show_alarms	My alarms, right now
alarm/show_alarms	My alarm, right now
alarm/show_alarms	My alarm, right now
alarm/show_alarms	My alarm, right now
weather/find	is there rain today
weather/find	is there rain today
weather/find	is there rain today
weather/find	is there sun today
weather/find	is there sun today
weather/find	is there sun today
weather/find	are there clouds today
weather/find	are there clouds today
weather/find	are there clouds today
weather/find	is it hot today?
weather/find	is it hot today?
weather/find	is it hot today?
weather/find	is there wind today?
weather/find	is there wind today?
weather/find	is there wind today?
weather/find	is there snow today?
weather/find	is there snow today?
weather/find	is there snow today?
weather/find	is there humidity right now
weather/find	is there humidity right now
weather/find	is there humidity right now
weather/find	is there heat today?
weather/find	is there heat today?
weather/find	is there heat today?
weather/find	are there rain clouds today
weather/find	are there rain clouds today
weather/find	are there rain clouds today
weather/find	are there ice storms today
weather/find	are there ice storms today
weather/find	are there ice storms today
weather/find	is tomorrow to be sunny
weather/find	is tomorrow to be sunny
weather/find	is tomorrow to be sunny
weather/find	is tomorrow to be cloudy?
weather/find	is tomorrow to be cloudy?
weather/find	is tomorrow to be cloudy?
weather/find	is thursday to be rainy?
weather/find	is thursday to be rainy?
weather/find	is thursday to be rainy?
weather/find	is friday to be storming?
weather/find	is friday to be storming?
weather/find	is friday to be storming?
weather/find	is Friday to be hot
weather/find	is Friday to be hot
weather/find	is Friday to be hot
weather/find	is Tuesday to be clear?
weather/find	is Tuesday to be clear?
weather/find	is Tuesday to be clear?
weather/find	Is Saturday to be humid
weather/find	Is Saturday to be humid
weather/find	Is Saturday to be humid
weather/find	is Monday to be snowy
weather/find	is Monday to be snowy
weather/find	is Monday to be snowy
weather/find	is Sunday to have sun?
weather/find	is Sunday to have sun?
weather/find	is Sunday to have sun?
weather/find	is tomorrow to have ice
weather/find	is tomorrow to have ice
weather/find	is tomorrow to have ice
weather/find	Weather tomorrow in half moon bay
weather/find	Weather tomorrow in half moon bay
weather/find	Weather tomorrow in half moon bay
weather/find	Weather tomorrow in half moon bay
weather/find	Weather tomorrow in half moon bay
weather/find	give me the weather in half moon bay tomorrow
weather/find	give me the weather in half moon bay tomorrow
weather/find	give me the weather in half moon bay tomorrow
weather/find	give me the weather in half moon bay tomorrow
weather/find	give me the weather in half moon bay tomorrow
weather/find	can you tell me tomorrow's forecast in half moon bay?
weather/find	can you tell me tomorrow's forecast in half moon bay?
weather/find	can you tell me tomorrow's forecast in half moon bay?
weather/find	can you tell me tomorrow's forecast in half moon bay?
weather/find	can you tell me tomorrow's forecast in half moon bay?
weather/find	weather report for half moon bay tomorrow
weather/find	weather report for half moon bay tomorrow
weather/find	weather report for half moon bay tomorrow
weather/find	weather report for half moon bay tomorrow
weather/find	weather report for half moon bay tomorrow
weather/find	half moon bay weather tomorrow?
weather/find	half moon bay weather tomorrow?
weather/find	half moon bay weather tomorrow?
weather/find	half moon bay weather tomorrow?
weather/find	half moon bay weather tomorrow?
weather/find	what's the weather for half moon bay on Friday?
weather/find	what's the weather for half moon bay on Friday?
weather/find	what's the weather for half moon bay on Friday?
weather/find	what's the weather for half moon bay on Friday?
weather/find	what's the weather for half moon bay on Friday?
weather/find	let's see the weather for half moon bay on Tuesday
weather/find	let's see the weather for half moon bay on Tuesday
weather/find	let's see the weather for half moon bay on Tuesday
weather/find	let's see the weather for half moon bay on Tuesday
weather/find	let's see the weather for half moon bay on Tuesday
weather/find	i want half moon bay's weather for the weekend
weather/find	half moon bay's weather on Friday
weather/find	i need half moon bay's forecast for Saturday
weather/find	i need half moon bay's forecast for Saturday
weather/find	i need half moon bay's forecast for Saturday
weather/find	i need half moon bay's forecast for Saturday
weather/find	i need half moon bay's forecast for Saturday
weather/find	get me the Wednesday weather report for half moon bay
weather/find	get me the Wednesday weather report for half moon bay
weather/find	get me the Wednesday weather report for half moon bay
weather/find	get me the Wednesday weather report for half moon bay
weather/find	get me the Wednesday weather report for half moon bay
weather/find	i want the forecast for Friday in half moon bay
weather/find	i want the forecast for Friday in half moon bay
weather/find	i want the forecast for Friday in half moon bay
weather/find	i want the forecast for Friday in half moon bay
weather/find	i want the forecast for Friday in half moon bay
weather/find	what's Friday's forecast for half moon bay
weather/find	what's Friday's forecast for half moon bay
weather/find	what's Friday's forecast for half moon bay
weather/find	what's Friday's forecast for half moon bay
weather/find	what's Friday's forecast for half moon bay
weather/find	give me the current forecast for half moon bay
weather/find	give me the current forecast for half moon bay
weather/find	give me the current forecast for half moon bay
weather/find	give me the current forecast for half moon bay
weather/find	give me the current forecast for half moon bay
weather/find	Forecast for tomorrow in half moon bay?
weather/find	Forecast for tomorrow in half moon bay?
weather/find	Forecast for tomorrow in half moon bay?
weather/find	Forecast for tomorrow in half moon bay?
weather/find	Forecast for tomorrow in half moon bay?
reminder/set_reminder	i want to be reminded to set family tasks
reminder/set_reminder	i want to be reminded to set family tasks
reminder/set_reminder	i want to be reminded to set family tasks
reminder/set_reminder	i want to be reminded to play overwatch with friends
reminder/set_reminder	i want to be reminded to play overwatch with friends
reminder/set_reminder	i want to be reminded to play overwatch with friends
reminder/set_reminder	i want to be reminded to log in to fortnite
reminder/set_reminder	i want to be reminded to log in to fortnite
reminder/set_reminder	i want to be reminded to log in to fortnite
reminder/set_reminder	I want to be reminded to finish my report
reminder/set_reminder	I want to be reminded to finish my report
reminder/set_reminder	I want to be reminded to finish my report
reminder/set_reminder	I want to be reminded to brush my teeth
reminder/set_reminder	I want to be reminded to brush my teeth
reminder/set_reminder	I want to be reminded to brush my teeth
reminder/set_reminder	I want to be reminded to file those bug reports
reminder/set_reminder	I want to be reminded to file those bug reports
reminder/set_reminder	I want to be reminded to file those bug reports
reminder/set_reminder	I want to be reminded to play baseball with the brothers
reminder/set_reminder	I want to be reminded to play baseball with the brothers
reminder/set_reminder	I want to be reminded to play baseball with the brothers
reminder/set_reminder	i want to be reminded to feed all animals
reminder/set_reminder	i want to be reminded to feed all animals
reminder/set_reminder	i want to be reminded to feed all animals
reminder/set_reminder	i want to be reminded to clean the sheets
reminder/set_reminder	i want to be reminded to clean the sheets
reminder/set_reminder	i want to be reminded to clean the sheets
reminder/set_reminder	I want to be reminded to file taxes
reminder/set_reminder	I want to be reminded to file taxes
reminder/set_reminder	I want to be reminded to file taxes
reminder/set_reminder	i want to be reminded to finish seasoning the steaks
reminder/set_reminder	i want to be reminded to finish seasoning the steaks
reminder/set_reminder	i want to be reminded to finish seasoning the steaks
reminder/set_reminder	i want to be reminded to finish setting devices up
reminder/set_reminder	i want to be reminded to finish setting devices up
reminder/set_reminder	i want to be reminded to finish setting devices up
reminder/set_reminder	i want to be reminded to finish interview questions
reminder/set_reminder	i want to be reminded to finish interview questions
reminder/set_reminder	i want to be reminded to finish interview questions
reminder/set_reminder	i want to be reminded to finish reviewing candidates
reminder/set_reminder	i want to be reminded to finish reviewing candidates
reminder/set_reminder	i want to be reminded to finish reviewing candidates
reminder/set_reminder	i want to be reminded to complete the build
reminder/set_reminder	i want to be reminded to complete the build
reminder/set_reminder	i want to be reminded to complete the build
reminder/set_reminder	i don't want to forget to eat my lunch
reminder/set_reminder	i don't want to forget to eat my lunch
reminder/set_reminder	i don't want to forget to eat my lunch
reminder/set_reminder	i don't want to forget to feed the animals
reminder/set_reminder	i don't want to forget to feed the animals
reminder/set_reminder	i don't want to forget to feed the animals
reminder/set_reminder	I don't want to forget to bake that cake for the party
reminder/set_reminder	I don't want to forget to bake that cake for the party
reminder/set_reminder	I don't want to forget to bake that cake for the party
reminder/set_reminder	i don't want to forget to draft my fantasy team
reminder/set_reminder	i don't want to forget to draft my fantasy team
reminder/set_reminder	i don't want to forget to draft my fantasy team
reminder/set_reminder	i don't want to be reminded to grab a quick nap before driving
reminder/set_reminder	i don't want to be reminded to grab a quick nap before driving
reminder/set_reminder	i don't want to be reminded to grab a quick nap before driving
reminder/set_reminder	I don't want to forget to watch Sunday Night Football
reminder/set_reminder	I don't want to forget to watch Sunday Night Football
reminder/set_reminder	I don't want to forget to watch Sunday Night Football
reminder/set_reminder	I don't want to forget to watch Saturday Night Live
reminder/set_reminder	I don't want to forget to watch Saturday Night Live
reminder/set_reminder	I don't want to forget to watch Saturday Night Live
reminder/set_reminder	I don't want to forget to watch the latest press conference
reminder/set_reminder	I don't want to forget to watch the latest press conference
reminder/set_reminder	I don't want to forget to watch the latest press conference
reminder/set_reminder	I don't watch to forget to call the president
reminder/set_reminder	I don't watch to forget to call the president
reminder/set_reminder	I don't watch to forget to call the president
reminder/set_reminder	i don't want to forget to file the bug reports
reminder/set_reminder	i don't want to forget to file the bug reports
reminder/set_reminder	i don't want to forget to file the bug reports
reminder/set_reminder	I don't want to forget to listen to the latest albums
reminder/set_reminder	I don't want to forget to listen to the latest albums
reminder/set_reminder	I don't want to forget to listen to the latest albums
reminder/set_reminder	i don't want to forget to cook lunch for the Martins
reminder/set_reminder	i don't want to forget to cook lunch for the Martins
reminder/set_reminder	i don't want to forget to cook lunch for the Martins
reminder/set_reminder	I don't want to forget to charge my laptop
reminder/set_reminder	I don't want to forget to charge my laptop
reminder/set_reminder	I don't want to forget to charge my laptop
reminder/set_reminder	I don't want to forget to update the spreadsheets
reminder/set_reminder	I don't want to forget to update the spreadsheets
reminder/set_reminder	I don't want to forget to update the spreadsheets
reminder/set_reminder	I don't want to forget to assign family tasks
reminder/set_reminder	I don't want to forget to assign family tasks
reminder/set_reminder	I don't want to forget to assign family tasks
reminder/set_reminder	I want to be reminded to file tax
reminder/set_reminder	I want to be reminded to file tax
reminder/set_reminder	I want to be reminded to file tax
reminder/set_reminder	I want to be reminded to take out the trash
reminder/set_reminder	I want to be reminded to take out the trash
reminder/set_reminder	I want to be reminded to take out the trash
reminder/set_reminder	I want to be reminded to cook dinner
reminder/set_reminder	I want to be reminded to cook dinner
reminder/set_reminder	I want to be reminded to cook dinner
reminder/set_reminder	I want to be reminded to go to the store
reminder/set_reminder	I want to be reminded to go to the store
reminder/set_reminder	I want to be reminded to go to the store
reminder/set_reminder	I want to be reminded to watch the game tonight
reminder/set_reminder	I want to be reminded to watch the game tonight
reminder/set_reminder	I want to be reminded to watch the game tonight
reminder/set_reminder	I want to be reminded to call dad
reminder/set_reminder	I want to be reminded to go to the doctor
reminder/set_reminder	I want to be reminded to go early to spin class
reminder/set_reminder	I want to be reminded to wash dog
reminder/set_reminder	I want to be reminded to make dinner early
reminder/set_reminder	I want to be reminded to call my therapist
reminder/set_reminder	I want to be reminded to charge electronic devices
reminder/set_reminder	I want to be reminded to go take a nap
reminder/set_reminder	I want to be reminded to help my daughter with homework
reminder/set_reminder	I don't want to forget to file taxes
reminder/set_reminder	I don't want to forget to file taxes
reminder/set_reminder	I don't want to forget to file taxes
reminder/set_reminder	I can't forget to file taxes
reminder/set_reminder	I can't forget to file taxes
reminder/set_reminder	I can't forget to file taxes
reminder/set_reminder	Don't let me forget to file taxes
reminder/set_reminder	Don't let me forget to file taxes
reminder/set_reminder	Don't let me forget to file taxes
reminder/set_reminder	Please do not let me forget to file taxes
reminder/set_reminder	Please do not let me forget to file taxes
reminder/set_reminder	Please do not let me forget to file taxes
reminder/set_reminder	I cannot forget to file taxes
reminder/set_reminder	I cannot forget to file taxes
reminder/set_reminder	I cannot forget to file taxes
reminder/set_reminder	I really don't want to forget to file taxes
reminder/set_reminder	I really don't want to forget to file taxes
reminder/set_reminder	I really don't want to forget to file taxes
reminder/set_reminder	I really can't forget to file taxes
reminder/set_reminder	I really can't forget to file taxes
reminder/set_reminder	I really can't forget to file taxes
reminder/set_reminder	I don't want to forget to wash the dog
reminder/set_reminder	I don't want to forget to wash the dog
reminder/set_reminder	I don't want to forget to wash the dog
reminder/set_reminder	I don't want to forget to take out the trash
reminder/set_reminder	I don't want to forget to take out the trash
reminder/set_reminder	I don't want to forget to take out the trash
reminder/set_reminder	I don't want to forget to clean my car
reminder/set_reminder	I don't want to forget to clean my car
reminder/set_reminder	I don't want to forget to clean my car
reminder/set_reminder	I don't want to forget to go to work
reminder/set_reminder	I don't want to forget to go to work
reminder/set_reminder	I don't want to forget to go to work
reminder/set_reminder	I don't want to forget my hair appointment
reminder/set_reminder	I don't want to forget my hair appointment
reminder/set_reminder	I don't want to forget my hair appointment
reminder/set_reminder	i don't want to forget to go to band practice
reminder/set_reminder	i don't want to forget to go to band practice
reminder/set_reminder	i don't want to forget to go to band practice
reminder/set_reminder	I don't want to forget to feed to fish
reminder/set_reminder	I don't want to forget to feed to fish
reminder/set_reminder	I don't want to forget to feed to fish
reminder/set_reminder	I don't want to forget to drive to dad's house
reminder/set_reminder	I don't want to forget to drive to dad's house
reminder/set_reminder	I don't want to forget to drive to dad's house
reminder/set_reminder	I don't want to forget to text my girlfriend about dinner
reminder/set_reminder	I don't want to forget to text my girlfriend about dinner
reminder/set_reminder	I don't want to forget to text my girlfriend about dinner
reminder/set_reminder	I don't want to forget to pay the bills
reminder/set_reminder	I don't want to forget to pay the bills
reminder/set_reminder	I don't want to forget to pay the bills
reminder/set_reminder	I don't want to forget to email my boss about the tests
reminder/set_reminder	I don't want to forget to email my boss about the tests
reminder/set_reminder	I don't want to forget to email my boss about the tests
reminder/set_reminder	I don't want to forget to color my hair
reminder/set_reminder	I don't want to forget to color my hair
reminder/set_reminder	I don't want to forget to color my hair
reminder/set_reminder	I don't want to forget to charge my phone
reminder/set_reminder	I don't want to forget to charge my phone
reminder/set_reminder	I don't want to forget to charge my phone
reminder/set_reminder	I don't want to forget to pack my laptop
reminder/set_reminder	I don't want to forget to pack my laptop
reminder/set_reminder	I don't want to forget to pack my laptop
reminder/set_reminder	I don't want to forget to grab the books
reminder/set_reminder	I don't want to forget to change the fish tank
reminder/set_reminder	I don't want to forget to change the fish tank
reminder/set_reminder	I don't want to forget to change the fish tank
reminder/set_reminder	I don't want to forget to clean the bathroom
reminder/set_reminder	I don't want to forget to clean the bathroom
reminder/set_reminder	I don't want to forget to clean the bathroom
alarm/show_alarms	My alarms
alarm/show_alarms	My alarms
alarm/show_alarms	My alarms
alarm/show_alarms	My alarms please
alarm/show_alarms	My alarms please
alarm/show_alarms	My alarms please
alarm/show_alarms	My alarms now
alarm/show_alarms	My alarms now
alarm/show_alarms	My alarms now
alarm/show_alarms	My alarms right now
alarm/show_alarms	My alarms right now
alarm/show_alarms	My alarms right now
alarm/show_alarms	My alarms if you will
alarm/show_alarms	My alarms if you will
alarm/show_alarms	My alarms if you will
alarm/show_alarms	Get my alarms
alarm/show_alarms	Get my alarms
alarm/show_alarms	Get my alarms
alarm/show_alarms	Get my alarms please
alarm/show_alarms	Get my alarms please
alarm/show_alarms	Get my alarms please
alarm/show_alarms	My alarm
alarm/show_alarms	My alarm
alarm/show_alarms	My alarm
alarm/show_alarms	My alarm please
alarm/show_alarms	My alarm please
alarm/show_alarms	My alarm please
alarm/show_alarms	My alarm now
alarm/show_alarms	My alarm now
alarm/show_alarms	My alarm now
alarm/show_alarms	My alarm right now
alarm/show_alarms	My alarm right now
alarm/show_alarms	My alarm right now
alarm/show_alarms	My alarm if you will
alarm/show_alarms	My alarm if you will
alarm/show_alarms	My alarm if you will
alarm/show_alarms	Get my alarm
alarm/show_alarms	Get my alarm
alarm/show_alarms	Get my alarm
alarm/show_alarms	Get my alarm please
alarm/show_alarms	Get my alarm please
alarm/show_alarms	Get my alarm please
alarm/show_alarms	My alarms now please
alarm/show_alarms	My alarms now please
alarm/show_alarms	My alarms now please
alarm/show_alarms	My alarms right now please
alarm/show_alarms	My alarms right now please
alarm/show_alarms	My alarms right now please
alarm/show_alarms	My alarm now please
alarm/show_alarms	My alarm now please
alarm/show_alarms	My alarm now please
alarm/show_alarms	My alarm right now please
alarm/show_alarms	My alarm right now please
alarm/show_alarms	My alarm right now please
alarm/show_alarms	Find my alarms
alarm/show_alarms	Find my alarms
alarm/show_alarms	Find my alarms
alarm/show_alarms	Find my alarm
alarm/show_alarms	Find my alarm
alarm/show_alarms	Find my alarm
alarm/show_alarms	Find my alarms please
alarm/show_alarms	Find my alarms please
alarm/show_alarms	Find my alarms please
alarm/show_alarms	Find my alarm please
alarm/show_alarms	Find my alarm please
alarm/show_alarms	Find my alarm please
alarm/show_alarms	Find my alarms now
alarm/show_alarms	Find my alarms now
alarm/show_alarms	Find my alarms now
alarm/show_alarms	Find my alarm right now
alarm/show_alarms	Find my alarm right now
alarm/show_alarms	Find my alarm right now
alarm/modify_alarm	Change my 3 PM alarm to the next day
alarm/modify_alarm	Change my 3 PM alarm to the next day
alarm/modify_alarm	Change my 3 PM alarm to the next day
alarm/modify_alarm	Change my alarm for five to 3PM the next day
alarm/modify_alarm	Change my alarm for five to 3PM the next day
alarm/modify_alarm	Change my alarm for five to 3PM the next day
alarm/modify_alarm	Change my 2pm alarm to the same time the next day
alarm/modify_alarm	Change my 2pm alarm to the same time the next day
alarm/modify_alarm	Change my 2pm alarm to the same time the next day
alarm/modify_alarm	Modify my nine am alarm to eight am the next day
alarm/modify_alarm	Modify my nine am alarm to eight am the next day
alarm/modify_alarm	Modify my nine am alarm to eight am the next day
alarm/modify_alarm	Change my 9:15PM alarm on Saturday to 8:45PM the next day
alarm/modify_alarm	Change my 9:15PM alarm on Saturday to 8:45PM the next day
alarm/modify_alarm	Change my 9:15PM alarm on Saturday to 8:45PM the next day
alarm/modify_alarm	Please adjust my 4:45 alarm today to 9:15am the next day
alarm/modify_alarm	Please adjust my 4:45 alarm today to 9:15am the next day
alarm/modify_alarm	Please adjust my 4:45 alarm today to 9:15am the next day
alarm/modify_alarm	Move my 8:45am today alarm to the next day please
alarm/modify_alarm	Move my 8:45am today alarm to the next day please
alarm/modify_alarm	Move my 8:45am today alarm to the next day please
alarm/modify_alarm	I want my 3:45pm alarm adjusted to the next day at the same time
alarm/modify_alarm	I want my 3:45pm alarm adjusted to the next day at the same time
alarm/modify_alarm	I want my 3:45pm alarm adjusted to the next day at the same time
alarm/modify_alarm	Change my 2:00pm Saturday alarm to the next day at 5:30PM
alarm/modify_alarm	Change my 2:00pm Saturday alarm to the next day at 5:30PM
alarm/modify_alarm	Change my 2:00pm Saturday alarm to the next day at 5:30PM
alarm/modify_alarm	Please change my Sunday 3:45am alarm to the next day at 5am
alarm/modify_alarm	Please change my Sunday 3:45am alarm to the next day at 5am
alarm/modify_alarm	Please change my Sunday 3:45am alarm to the next day at 5am
alarm/modify_alarm	Change my 7:00pm Friday alarm to 6:00am the next day
alarm/modify_alarm	Change my 7:00pm Friday alarm to 6:00am the next day
alarm/modify_alarm	Change my 7:00pm Friday alarm to 6:00am the next day
alarm/modify_alarm	I want the alarm I just set to be changed to the next day
alarm/modify_alarm	I want the alarm I just set to be changed to the next day
alarm/modify_alarm	I want the alarm I just set to be changed to the next day
alarm/modify_alarm	Please change my new alarm to go off the next day instead
alarm/modify_alarm	Please change my new alarm to go off the next day instead
